id,date_occurred,time_of_day,time_of_day_recode,incident_type,incident_action,territorial_water_status,closest_coastal_state,closest_coastal_state_cow_code,latitude,longitude,location_precision,geolocation_source_imb,geolocation_source_imo,geolocation_source_asam,location_description,vessel_name,vessel_country,vessel_country_cow_code,vessel_status,violence_dummy,steaming_recode,incident_type_recode,incident_action_recode,,
,6/22/01,4:28:00 AM,4,Actual,Boarding,Guinea,Guinea,438,8.9946667,-13.8586667,1,1,,1,Sierra Leone,Sea Trust,Panama,95,Steaming,1,1,1,2,,
,6/23/01,4:15:00 AM,4,Actual,Boarding,Guinea,Guinea,438,9.5166667,-13.7166667,2,1,,1,"Conakry Roads, Guinea",Sea Trust,Panama,95,Anchored,1,2,1,2,,
,6/23/01,7:30:00 AM,1,Actual,Boarding,Bangladesh,Bangladesh,771,22.2166667,91.7931667,2,1,,1,"Chittagong Anchorage, Bangladesh",,Malta,338,Anchored,0,2,1,2,,
,6/23/01,9:30:00 PM,3,Attempted,,Haiti,Haiti,41,18.4166667,-70,4,1,,0,"Rio Haina Channel, Dominican Republic",Seaborad Power,Cyprus,352,Steaming,0,1,0,-99,,
,6/24/01,11:28:00 AM,1,Attempted,,South Africa,South Africa,560,-31.2225,30.1505,1,1,,1,"Port Edward, South Africa",Kota Manis,Marshall Islands,983,Steaming,0,1,0,-99,,
,6/24/01,2:50:00 PM,2,Actual,Boarding,Angola,Angola,540,-8.8,13.25,4,1,,1,"Luanda, Punta Final (Ilha), Angola",Mako,St. Vincent and Grenadines,57,Steaming,0,1,1,2,,
,6/24/01,,-99,Actual,Boarding,Madagascar,Madagascar,580,-18.1431667,49.4166667,2,1,,1,"Toamasina, Madagascar",P & O Nedlloyd Everest,Antigua and Barbuda,58,Berthed,0,3,1,2,,
,6/25/01,5:00:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,-5.95,106,2,1,,0,"Pulau Ular Merak, Indonesia",Aldebaran,Malta,338,Anchored,0,2,1,2,,
,6/25/01,,-99,Actual,Boarding,Indonesia,Indonesia,850,4.9,97.95,1,1,,1,Malacca Straits,Tirta Niaga IV,Indonesia,850,Anchored,1,2,1,2,,
,6/27/01,4:45:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,1.1933333,103.41,1,1,,1,"Pulau Iyu Kecil, Malacca Straits",Caprice Venture,Hong Kong,710,Steaming,0,1,1,2,,
,6/27/01,5:00:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,3.9166667,98.7666667,1,1,,1,"Belawan Anchorage, Indonesia",Aspilos,Malta,338,Anchored,1,2,1,2,,
,6/27/01,5:30:00 AM,4,Actual,Boarding,Tanzania,Tanzania,510,-6.775,39.3533333,2,1,,1,"Dar Es Salaam, Tanzania",MSC Elena,Panama,95,Berthed,0,3,1,2,,
,6/27/01,8:00:00 PM,3,Actual,Boarding,Cameroon,Cameroon,471,4.0431667,9.6666667,2,1,,0,"Berth No. 16, Douala Port, Cameroon",Tatjana,Antigua and Barbuda,58,Berthed,0,3,1,2,,
,6/28/01,,-99,Actual,Boarding,Iraq,Iraq,645,30.0166667,47.95,2,1,,1,"Umm Qasr, Iraq",Kwangtung,Hong Kong,710,Anchored,0,2,1,2,,
,6/28/01,,-99,Actual,Detained,Somalia,Somalia,520,11.2931,49.1791,4,1,,1,"Bossasu, Somalia",Bahari Kenya,Kenya,501,Steaming,1,1,1,6,,
,6/29/01,4:45:00 AM,4,Attempted,,Yemen,Yemen,679,13.7083333,42.9666667,1,1,,1,Red Sea,Sstathis,Panama,95,Steaming,0,1,0,-99,,
,6/30/01,1:00:00 AM,4,Attempted,,Indonesia,Indonesia,850,1.0833333,104.9166667,1,1,,1,Indonesia,Cape Byron,Cyprus,352,Unspecified,0,-99,0,-99,,
,6/30/01,2:30:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,1.05,105,1,1,,1,"Pulau Mapor Island, Indonesia",Batavia,Panama,95,Unspecified,0,-99,1,2,,
,6/30/01,4:30:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,-6.0886667,106.875,2,1,,0,"Tg. Priok Anchorage, Indonesia",Feeder 6,Vanuatu,935,Anchored,0,2,1,2,,
,7/1/01,1:25:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,1.05,104.95,1,1,,1,Indonesia,Sheng Qiang,Hong Kong,710,Steaming,0,1,1,2,,
,7/2/01,4:00:00 AM,4,Actual,Boarding,Nigeria,Nigeria,475,6.45,3.3766667,2,1,,1,"Lagos roads, Nigeria",Carlisle,Panama,95,Anchored,1,2,1,2,,
,7/3/01,7:40:00 PM,3,Attempted,,Guinea-Bissau,Guinea-Bissau,404,11.8431667,-15.5765,2,1,,1,"Bissau Port, Guinea Bissau",Baltimar Neptune,Bahamas,51,Steaming,0,1,0,-99,,
,7/3/01,8:00:00 PM,3,Actual,Boarding,Bangladesh,Bangladesh,771,22.2166667,91.7931667,2,1,,1,"Chittagong Anchorage, Bangladesh",Artemis,Panama,95,Anchored,0,2,1,2,,
,7/4/01,,-99,Actual,Missing,Thailand,Thailand,800,7.8166667,98.4,2,1,,0,"Ao Chalong Phuket, Thailand",Dreamtime,UK,200,Anchored,0,2,1,5,,
,7/5/01,7:30:00 AM,1,Actual,Boarding,Indonesia,Indonesia,850,-6.0886667,106.875,2,1,,1,"Tg. Priok Anchorage, Indonesia",Idee Fixe,Malta,338,Anchored,0,2,1,2,,
,7/6/01,3:45:00 AM,4,Actual,Boarding,Nigeria,Nigeria,475,6.45,3.3766667,2,1,,1,"Lagos roads, Nigeria",Obi Wan,Malta,338,Anchored,1,2,1,2,,
,7/7/01,1:50:00 AM,4,Actual,Hijacked,Indonesia,Indonesia,850,0.9766667,103.4266667,4,1,,0,"Tanjung Balai Karimun Island Waters, Indonesia",Poh Swan,Honduras,91,Steaming,1,1,1,1,,
,7/8/01,3:45:00 AM,4,Actual,Boarding,India,India,750,13.0931667,80.2931667,2,1,,1,"Chennai Anchorage, India",Tiger Bridge,Cyprus,352,Anchored,0,2,1,2,,
,7/9/01,2:24:00 AM,4,Actual,Boarding,Nigeria,Nigeria,475,6.45,3.3766667,2,1,,1,"Lagos Anchorage, Nigeria",Aegean Falcon,Philippines,840,Anchored,1,2,1,2,,
,7/10/01,7:00:00 AM,1,Actual,Boarding,India,India,750,13.0931667,80.2931667,2,1,,1,"Chennai Anchorage, India",Tiger Metro,Cyprus,352,Anchored,0,2,1,2,,
,7/12/01,3:00:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,-6.0166667,105.95,2,1,,0,"Cigading port, Indonesia",CSK Eminence,Singapore,830,Berthed,1,3,1,2,,
,7/12/01,9:45:00 PM,3,Attempted,,Indonesia,Indonesia,850,3.7766667,98.6766667,2,1,,1,"Belawan Anchorage, Indonesia",Warrior,Bahamas,51,Anchored,0,2,0,-99,,
,7/13/01,2:15:00 AM,4,Actual,Boarding,India,India,750,13.0966667,80.3416667,1,1,,1,"Chennai Anchorage, India",Tiger Metro,Cyprus,352,Anchored,1,2,1,2,,
,7/14/01,6:00:00 PM,2,Actual,Boarding,Indonesia,Indonesia,850,2.0958333,109.517,1,1,,1,"10NM from Tg. Datu Light House, Indonesia",Sin You,Malaysia,820,Steaming,1,1,1,2,,
,7/15/01,1:00:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,-6.0886667,106.875,2,1,,1,"Tg. Priok Anchorage, Indonesia",Virginia,Greece,350,Anchored,0,2,1,2,,
,7/15/01,1:00:00 AM,4,Attempted,,Indonesia,Indonesia,850,-6.0886667,106.875,2,1,,0,"Tg. Priok Anchorage, Indonesia",Virginia,Greece,350,Anchored,0,2,0,-99,,
,7/16/01,3:30:00 PM,2,Actual,Boarding,Bangladesh,Bangladesh,771,22.2166667,91.7931667,2,1,,1,"Chittagong Roads, Bangladesh",Zagara,Italy,325,Anchored,0,2,1,2,,
,7/19/01,2:30:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,-5.4666667,105.1666667,2,1,,1,"Panjang, Indonesia",,Isle of Man,200,Berthed,1,3,1,2,,
,7/20/01,3:30:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,-5.4666667,105.1666667,2,1,,0,"Panjang, Indonesia",Pisces Explorer,UK,200,Berthed,1,3,1,2,,
,7/20/01,11:00:00 PM,3,Actual,Boarding,Vietnam,Vietnam,816,10.5666667,107.0166667,2,1,,1,"Ho Chi Minh Port, Vietnam",Cape Cleveland,Marshall Islands,983,Anchored,0,2,1,2,,
,7/21/01,6:15:00 PM,3,Actual,Boarding,Cote d'Ivoire,Cote d'Ivoire,437,5.2931667,-4,2,1,,1,"Abidjan, Ivory Coast",Jamar,Panama,95,Anchored,1,2,1,2,,
,7/22/01,2:50:00 AM,4,Actual,Boarding,Ghana,Ghana,452,5.6166667,-0.0166667,2,1,,0,"Tema Anchorage, Ghana",Kota Maha,Cyprus,352,Anchored,0,2,1,2,,
,7/24/01,2:15:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,-6.0886667,106.875,2,1,,1,"Tg. Priok Anchorage, Indonesia",Matru Kripa,India,750,Anchored,1,2,1,2,,
,7/26/01,10:45:00 PM,3,Actual,Boarding,Tanzania,Tanzania,510,-6.775,39.3533333,2,1,,1,"Dar Es Salaam, Tanzania",Al Dhabiyyah,UAE,696,Anchored,0,2,1,2,,
,7/31/01,2:00:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,3.1528,99.6564,4,1,,1,"Between Kuala Perpuk beach and Tanjung Tiram, North Sumatera, Indonesia",,Indonesia,850,Steaming,1,1,1,2,,
,8/1/01,1:08:00 AM,4,Attempted,,Bangladesh,Bangladesh,771,22.2166667,91.7931667,2,1,,1,"Chittagong Anchorage, Bangladesh",Budi Aman,Malaysia,820,Anchored,0,2,0,-99,,
,8/2/01,12:00:00 PM,1,Attempted,,Philippines,Philippines,840,14.9166667,119.4333333,1,1,,1,Philippines,Glory Selatan VIII,Panama,95,Steaming,0,1,0,-99,,
,8/3/01,12:50:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,3.7766667,98.6766667,2,1,,1,"Belawan Anchorage, Indonesia",Patricia,Singapore,830,Anchored,1,2,1,2,,
,8/4/01,2:30:00 AM,4,Attempted,,Indonesia,Indonesia,850,-1.25,116.7931667,2,1,,1,"Balikpapan, Indonesia",Thor Inger,Denmark,390,Anchored,1,2,0,-99,,
,8/7/01,1:50:00 AM,4,Actual,Boarding,Ghana,Ghana,452,5.6166667,-0.0166667,2,1,,1,"Tema Anchorage, Ghana",Mol Oueme,Panama,95,Anchored,1,2,1,2,,
,8/7/01,5:20:00 AM,4,Actual,Boarding,Malaysia,Malaysia,820,5.8266667,118.1166667,2,1,,0,"Sandakan Anchorage, Malaysia",Kiani Satu,Panama,95,Anchored,0,2,1,2,,
,8/9/01,2:20:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,3.7766667,98.6766667,2,1,,1,"Belawan Port, Indonesia",Kilchem Acid,Cyprus,352,Anchored,1,2,1,2,,
,8/9/01,4:00:00 PM,2,Actual,Boarding,Thailand,Thailand,800,13.6931667,100.5765,2,1,,1,"Wharf No. 21D, Bangkok port, Thailand",Magna Energy,Panama,95,Berthed,0,3,1,2,,
,8/10/01,12:10:00 AM,4,Attempted,,Malaysia,Malaysia,820,1.4666667,104.5333333,1,1,,1,Singapore Straits,Fabian Schulte,Germany,255,Steaming,0,1,0,-99,,
,8/10/01,12:15:00 AM,4,Attempted,,Taiwan,Taiwan,713,24.5333333,122.2333333,1,1,,0,Taiwan,Aquahope,Greece,350,Steaming,0,1,0,-99,,
,8/10/01,6:45:00 AM,1,Actual,Boarding,Malaysia,Malaysia,820,1.5666667,104.4666667,1,1,,1,Singapore Straits,Jasmine,Panama,95,Steaming,1,1,1,2,,
,8/12/01,3:55:00 AM,4,Actual,Boarding,Iraq,Iraq,645,29.65,48.7166667,1,1,,1,"Umm Qasr Pilot Station, Iraq",Bellavia,Liberia,450,Anchored,0,2,1,2,,
,8/13/01,11:00:00 AM,1,Actual,Boarding,Indonesia,Indonesia,850,-6.0886667,106.875,2,1,,1,"Tg. Priok Anchorage, Indonesia",Asean Premier,Singapore,830,Anchored,0,2,1,2,,
,8/13/01,8:00:00 PM,3,Actual,Boarding,Ecuador,Ecuador,130,-2.06,-80.51,1,1,,0,20NM from the Coast of Ecuador,Atlantic Pride,Cyprus,352,Steaming,1,1,1,2,,
,8/14/01,,-99,Actual,Boarding,Mexico,Mexico,70,27.3167,-112.2833,4,1,,1,"Santa Rosalita Islands, Baja, Mexico",,,,Steaming,1,1,1,2,,
,8/15/01,1:10:00 AM,4,Actual,Boarding,Haiti,Haiti,41,18.4166667,-70,2,1,,1,"Rio Haina, Dominican Republic",Samothraki,Greece,350,Berthed,0,3,1,2,,
,8/16/01,2:00:00 AM,4,Actual,Boarding,Tanzania,Tanzania,510,-6.775,39.3533333,2,1,,1,"Dar Es Salaam, Tanzania",Clipper Chepstow,Bahamas,51,Anchored,0,2,1,2,,
,8/17/01,8:10:00 AM,1,Attempted,,Indonesia,Indonesia,850,4.5833333,96.0833333,1,1,,1,Indonesia,Seagull Spirit,Panama,95,Steaming,1,1,0,-99,,
,8/18/01,2:00:00 AM,4,Actual,Boarding,Malaysia,Malaysia,820,1.6666667,104.5,1,1,,1,Singapore Straits,Grace Camellia,Singapore,830,Steaming,1,1,1,2,,
,8/20/01,3:30:00 AM,4,Actual,Boarding,Cote d'Ivoire,Cote d'Ivoire,437,5.2931667,-4,2,1,,1,"Abidjan, Ivory Coast",Kestrel,Liberia,450,Anchored,1,2,1,2,,
,8/20/01,5:10:00 AM,4,Actual,Boarding,Nigeria,Nigeria,475,6.45,3.3766667,4,1,,1,"Lagos, Nigeria",Denise C,Marshall Islands,983,Steaming,0,1,1,2,,
,8/23/01,3:50:00 AM,4,Attempted,,Ecuador,Ecuador,130,-2.2666667,-79.9,3,1,,1,"10 miles off Data Sea Buoy, Guayaquil, Ecuador",CSAV Manzanillo,Antigua and Barbuda,58,Anchored,0,2,0,-99,,
,8/23/01,5:00:00 AM,4,Actual,Boarding,Sierra Leone,Sierra Leone,451,8.5,-13.2265,2,1,,1,"Freetown, Sierra Leone",Hereford,Bahamas,51,Berthed,1,3,1,2,,
,8/25/01,,-99,Actual,Hijacked,Indonesia,Indonesia,850,5.0344,98.0568,4,1,,1,"East Coast of Aceh, Malacca Straits",Ocean Silver,Honduras,91,Steaming,1,1,1,1,,
,8/26/01,2:00:00 PM,2,Actual,Boarding,India,India,750,14.6584,76.3016,4,1,,1,India,Anemone,Greece,350,Steaming,0,1,1,2,,
,8/26/01,,-99,Actual,Boarding,Philippines,Philippines,840,7.4739,122.941,4,1,,1,"Off Alicia town, Zambonga, Philippines",,Philippines,840,Steaming,1,1,1,2,,
,8/28/01,3:28:00 AM,4,Actual,Boarding,India,India,750,20.6166667,71.6666667,1,1,,0,India,Anemone,Greece,350,Steaming,0,1,1,2,,
,8/29/01,4:30:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,-1.25,116.7931667,2,1,,1,"Inner Anchorage, Balikpapan, Indonesia",NordTrave,Cyprus,352,Anchored,0,2,1,2,,
,8/29/01,11:15:00 PM,3,Attempted,,Cote d'Ivoire,Cote d'Ivoire,437,5.2931667,-4,2,1,,1,"Berth 6/7, Abidjan Port, Ivory Coast",Kota Manis,Marshall Islands,983,Berthed,0,3,0,-99,,
,8/30/01,2:30:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,1.4033333,104.6633333,1,1,,1,Singapore Straits,Giwin,Malaysia,820,Steaming,1,1,1,2,,
,8/31/01,9:15:00 AM,1,Attempted,,Yemen,Yemen,679,12.7166667,43.3166667,1,1,,1,Gulf of Aden,CEC Pioneer,Denmark,390,Steaming,0,1,0,-99,,
,8/31/01,2:10:00 PM,2,Attempted,,Somalia,Somalia,520,11.1333333,43.8833333,1,1,,1,"Gulf of Aden, off the coast of Somalia",Maurice Ewing,USA,2,Steaming,1,1,0,-99,,
,8/31/01,,-99,Attempted,,Indonesia,Indonesia,850,-2.7094,129.5001,4,1,,1,"Off Central Maluku, Indonesia",,Indonesia,850,Steaming,1,1,0,-99,,
,9/1/01,8:00:00 PM,3,Attempted,,Indonesia,Indonesia,850,-3,107.05,1,1,,1,"Gelasa Straits, Indonesia",Batangas,Panama,95,Steaming,0,1,0,-99,,
,9/2/01,3:40:00 AM,4,Attempted,,India,India,750,9.9666667,76.25,3,1,,1,"2 miles NW Cochin Fairway Buoy, India",NCC Hijaz,Panama,95,Anchored,0,2,0,-99,,
,9/5/01,4:00:00 AM,4,Actual,Boarding,Nigeria,Nigeria,475,6.45,3.3766667,2,1,,1,"Lagos roads, Nigeria",Steel Trader,Malta,338,Anchored,0,2,1,2,,
,9/8/01,5:20:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,-6.0886667,106.875,2,1,,1,"Jakarta Anchorage, Indonesia",Surabaya Star,Cyprus,352,Anchored,1,2,1,2,,
,9/8/01,7:20:00 AM,1,Attempted,,Eritrea,Eritrea,531,12.8,43.25,1,1,,1,"Bab El Mandeb, Gulf of Aden",Leeds Castle,Bahamas,51,Steaming,0,1,0,-99,,
,9/9/01,5:10:00 AM,4,Actual,Boarding,Cameroon,Cameroon,471,4.0431667,9.6666667,2,1,,1,"Douala Port, Cameroon",Turkus,Cyprus,352,Berthed,1,3,1,2,,
,9/10/01,,-99,Actual,Boarding,Indonesia,Indonesia,850,-3.3265,114.6166667,2,1,,0,"Banjarmasin Anchorage, Indonesia",Norella,Malaysia,820,Anchored,0,2,1,2,,
,9/11/01,1:15:00 AM,4,Actual,Boarding,Cameroon,Cameroon,471,4.0431667,9.6666667,2,1,,0,"Douala Port, Cameroon",Safmarine Meroula,Cyprus,352,Anchored,1,2,1,2,,
,9/14/01,10:00:00 PM,3,Attempted,,Guinea,Guinea,438,9.1883333,-14.5216667,1,1,,1,"Conakry, Guinea",Hans Oldendorff,Liberia,450,Steaming,0,1,0,-99,,
,9/17/01,2:25:00 AM,4,Attempted,,Internationa Waters (Indian Ocean),Cocos Is.,900,-7.89,91.005,1,1,,1,Indian Ocean,Saint Jude,UK,200,Steaming,0,1,0,-99,,
,9/18/01,7:40:00 PM,3,Attempted,,Indonesia,Indonesia,850,0.1,117.4666667,2,1,,1,"Bontang Anchorage, Indonesia",Darya Radhe,Hong Kong,710,Anchored,0,2,0,-99,,
,9/18/01,11:45:00 PM,3,Actual,Hijacked,Indonesia,Indonesia,850,2.9039,108.8195,4,1,,1,"Pulau Subi Besar, Indonesia",Mayang Sari and Baiho,Malaysia,820,Steaming,1,1,1,1,,
,9/18/01,,-99,Attempted,,Guinea,Guinea,438,9.1833333,-14.5333333,1,1,,1,"Conakry, Guinea",Kassos,Cyprus,352,Steaming,0,1,0,-99,,
,9/19/01,5:30:00 AM,4,Actual,Boarding,India,India,750,20.5333333,71.35,1,1,,1,"Gulf of Cambay, India",Cyborg,Cyprus,352,Steaming,0,1,1,2,,
,9/24/01,1:50:00 AM,4,Actual,Boarding,Nigeria,Nigeria,475,6.45,3.3766667,2,1,,1,"Lagos roads, Nigeria",Ghana Star,Liberia,450,Anchored,1,2,1,2,,
,9/24/01,2:57:00 PM,2,Actual,Boarding,Yemen,Yemen,679,14.0166667,42.6833333,1,1,,1,Red Sea,Ocean Breezee,Cyprus,352,Steaming,0,1,1,2,,
,9/25/01,3:00:00 AM,4,Actual,Boarding,India,India,750,16.9765,82.3166667,2,1,,1,"Southern Pier Kakinada, India",Courageventure,Liberia,450,Berthed,0,3,1,2,,
,9/26/01,4:00:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,-1.25,116.7931667,2,1,,1,"Balikpapan Anchorage, Indonesia",New Wisdom,France,220,Anchored,0,2,1,2,,
,9/27/01,7:30:00 AM,1,Actual,Boarding,India,India,750,21.8991,72.3785,4,1,,1,"Gulf of Cambay, India",,,,Steaming,0,1,1,2,,
,9/28/01,11:00:00 AM,1,Actual,Boarding,Philippines,Philippines,840,14.5931667,121,2,1,,0,"OBW 'C' Anchorage, Manila, Philippines",New Glory,Singapore,830,Anchored,0,2,1,2,,
,9/29/01,1:50:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,-6.0886667,106.875,2,1,,0,"Tg. Priok Anchorage, Indonesia",Little Lady P,MAlta,338,Anchored,0,2,1,2,,
,9/30/01,1:20:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,-3.2166667,116.2,2,1,,1,"Senakin Anchorage, Kota Baru, Indonesia",Myron N,Cyprus,352,Anchored,0,2,1,2,,
,9/30/01,8:00:00 PM,3,Actual,Boarding,Indonesia,Indonesia,850,-5.8708333,105.525,2,1,,0,"Sebuku Anchorage, Indonesia",Canelo Arrow,Bahamas,51,Anchored,0,2,1,2,,
,10/4/01,11:00:00 PM,3,Actual,Boarding,Cameroon,Cameroon,471,4.0431667,9.6666667,2,1,,1,"Douala Port, Cameroon",Antwerp Bridge,Bahamas,51,Anchored,0,2,1,2,,
,10/5/01,2:00:00 AM,4,Attempted,,China,China,710,24.5166667,119.1333333,1,1,,1,Taiwan,Diman II,Cyprus,352,Steaming,0,1,0,-99,,
,10/6/01,12:00:00 AM,4,Actual,Boarding,Bangladesh,Bangladesh,771,22.4765,89.5765,2,1,,1,"Mongla Anchorage, Bangladesh",Nand Srishti,India,750,Anchored,0,2,1,2,,
,10/6/01,2:20:00 AM,4,Actual,Boarding,Cote d'Ivoire,Cote d'Ivoire,437,5.2931667,-4,2,1,,1,"Abidjan Roads Anchorage, Ivory Coast",Star Sapphire,Liberia,450,Anchored,0,2,1,2,,
,10/7/01,4:20:00 AM,4,Attempted,,Indonesia,Indonesia,850,-5.9366667,106.0038333,2,1,,1,"Redeco Jetty 1, Merak, Indonesia",Coral Rigida,Netherlands,210,Berthed,0,3,0,-99,,
,10/11/01,1:20:00 AM,4,Actual,Boarding,Sierra Leone,Sierra Leone,451,8.5,-13.2265,2,1,,1,"Off Cape Sierra Point, Sierra Leone river, Freetown, Sierra Leone",Cape Georjean,Bolivia,145,Anchored,1,2,1,2,,
,10/13/01,2:30:00 AM,4,Attempted,,Colombia,Colombia,100,10.3166667,-75.6,1,1,,1,"Cartagena, Colombia",Baizo,Hong Kong,710,Steaming,0,1,0,-99,,
,10/16/01,3:50:00 AM,4,Actual,Boarding,Cote d'Ivoire,Cote d'Ivoire,437,5.2931667,-4,2,1,,0,"Abidjan Jetty,Ivory Cost",,Cyprus,352,Berthed,0,3,1,2,,
,10/17/01,1:30:00 AM,4,Actual,Boarding,Gabon,Gabon,481,0.3033333,9.415,1,1,,1,"Owendo, Gabon",Aegean Hawk,Panama,95,Anchored,0,2,1,2,,
,10/18/01,11:35:00 AM,1,Actual,Boarding,Bangladesh,Bangladesh,771,22.4765,89.5765,2,1,,1,"Mongla Anchorage, Bangladesh",Wise King,Hong Kong,710,Anchored,1,2,1,2,,
,10/19/01,12:45:00 AM,4,Actual,Boarding,Tanzania,Tanzania,510,-6.775,39.3533333,2,1,,1,"Dar Es Salaam, Tanzania",Niase,Malta,338,Anchored,1,2,1,2,,
,10/21/01,3:30:00 AM,4,Actual,Boarding,Vietnam,Vietnam,816,10.3433333,107.0666667,2,1,,1,"PTSC Oil Terminal, Vung Tau, Vietnam",Mimosa,Singapore,830,Berthed,0,3,1,2,,
,10/21/01,4:30:00 AM,4,Actual,Boarding,Brazil,Brazil,140,-1.4666667,-48.4765,2,1,,1,"Belem Port, Brazil",Marie-Therese,Antigua and Barbuda,58,Berthed,0,3,1,2,,
,10/22/01,12:50:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,3.7766667,98.6766667,2,1,,1,"Belawan Anchorage, Indonesia",Team Mars,Norway,385,Anchored,1,2,1,2,,
,10/22/01,2:05:00 AM,4,Actual,Boarding,Nigeria,Nigeria,475,6.2483333,3.3733333,1,1,,1,"Lagos Anchorage, Nigeria",Kapitan Zhuravlyov,Malta,338,Anchored,1,2,1,2,,
,10/25/01,5:00:00 AM,4,Actual,Boarding,Philippines,Philippines,840,6.0666667,126.2066667,1,1,,1,"Southern Mindanao, Philippines",Bunga Melor Satu,Malaysia,820,Steaming,0,1,1,2,,
,10/25/01,,-99,Actual,Boarding,Algeria,Algeria,615,36.7765,3.0666667,2,1,,0,"Alongside Pier 6, Algiers,Algeria",Aruba,Netherlands,210,Berthed,0,3,1,2,,
,10/28/01,10:40:00 AM,1,Attempted,,Somalia,Somalia,520,2.3333333,46.3833333,1,1,,1,Somalia,NCC Najran,Norway,385,Steaming,1,1,0,-99,,
,10/29/01,4:03:00 AM,4,Actual,Boarding,Nigeria,Nigeria,475,6.45,3.3766667,3,1,,1,"5.5NM from South Mole Signal Station, Lagos Anchorage, Nigeria",Skua,Cyprus,352,Anchored,0,2,1,2,,
,10/30/01,,-99,Attempted,,Sri Lanka,Sri Lanka,780,9.8951,80.2086,4,1,,0,"Off Point Pedro, Jaffna, Sri Lanka",Silk Pride,Sri Lanka,780,Steaming,1,1,0,-99,,
,11/3/01,4:10:00 AM,4,Attempted,,Malaysia,Malaysia,820,1.8283333,102.525,1,1,,1,Malacca Straits,Petro Easkem,Singapore,830,Steaming,0,1,0,-99,,
,11/4/01,4:10:00 AM,4,Actual,Boarding,Nigeria,Nigeria,475,6.1,3.6166667,1,1,,1,"20' South of Fairway Buoy, Off Lagos, Nigeria",Kota Manis,Marshall Islands,983,Steaming,0,1,1,2,,
,11/4/01,10:15:00 AM,1,Attempted,,Yemen,Yemen,679,12.4833333,44.7166667,1,1,,1,5 NM From Aden Port,Ali Ekinci,Turkey,640,Steaming,0,1,0,-99,,
,11/4/01,10:45:00 PM,3,Attempted,,Nigeria,Nigeria,475,6.0283333,3.5166667,1,1,,1,"20NM from Lagos Fairway Buoy, Off Lagos, Nigeria",Benarita,Norway,385,Steaming,0,1,0,-99,,
,11/5/01,10:55:00 AM,1,Attempted,,Somalia,Somalia,520,-0.3765,42.5431667,2,1,,1,"Port Kismayu, Somalia",Zahra,Comoros,581,Berthed,1,3,0,-99,,
,11/6/01,1:50:00 AM,4,Attempted,,Tanzania,Tanzania,510,-6.775,39.3533333,1,1,,1,"Dar Es Salaam Anchorage, Tanzania",Duke,Singapore,830,Anchored,0,2,0,-99,,
,11/6/01,3:48:00 PM,2,Attempted,,Vietnam,Vietnam,816,11.5166667,111.6833333,1,1,,0,South China Sea,Sha He Kou,China,710,Steaming,0,1,0,-99,,
,11/8/01,4:50:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,3.7765,98.7,2,1,,1,"Wharf No. 201, Belawan Port, Indonesia",Feng Sheng,Hong Kong,710,Berthed,1,3,1,2,,
,11/11/01,6:06:00 AM,1,Attempted,,Malaysia,Malaysia,820,2.0333333,102.95,1,1,,1,Malacca Straits,Front Sabang,Singapore,830,Steaming,0,1,0,-99,,
,11/15/01,1:30:00 PM,2,Actual,Boarding,Indonesia,Indonesia,850,-3.2,116.2766667,2,1,,1,"Pulau Laut Anchorage, Indonesia",Bara,Hong Kong,710,Anchored,0,2,1,2,,
,11/17/01,6:15:00 AM,1,Actual,Boarding,Indonesia,Indonesia,850,3.7766667,98.6766667,2,1,,1,"Belawan Port, Indonesia",Smit-Lloyd 110,Bahamas,51,Berthed,0,3,1,2,,
,11/19/01,5:45:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,0.7266667,103.6083333,1,1,,1,"Durian Straits, Indonesia",Bunga Melawis Satu,Malaysia,820,Steaming,1,1,1,2,,
,11/20/01,1:00:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,3.7766667,98.6766667,2,1,,0,"Belawan Anchorage, Indonesia",Siam Bhavas,Thailand,800,Anchored,1,2,1,2,,
